1375196307084 1 1.50572 0.297692  0.374177 1.55413 0.309075  0.152702 1.59389 0.317072  -0.0732812 1.58546 0.130947  0.15191 1.63353 0.10277  -0.152434 1.60398 0.0990199  -0.451338 1.65188 0.221404  -0.299726 1.71192 0.245291  -0.754353 1.71192 0.245291  -1.19589 1.52281 0.487203  0.153495 1.56675 0.542027  -0.155181 1.53479 0.54881  -0.468511 1.61542 0.428734  -0.298803 1.61541 0.428734  -0.758 1.6154 0.428768  -1.19954 
1375196307084 2 1.48621 -0.456209  0.379312 1.56117 -0.449302  0.163768 1.61924 -0.438509  -0.0628666 1.51857 -0.624927  0.144489 1.59544 -0.664524  -0.159087 1.55448 -0.571831  -0.457533 1.65226 -0.530963  -0.300834 1.64714 -0.555962  -0.768553 1.64713 -0.555962  -1.21895 1.60377 -0.273676  0.183046 1.66668 -0.222366  -0.13194 1.60775 -0.260934  -0.429995 1.70235 -0.324469  -0.278167 1.68159 -0.227944  -0.735475 1.66067 -0.140437  -1.17545 




1375196307184 1 1.50473 0.298631  0.374544 1.55344 0.311224  0.15251 1.59308 0.320161  -0.0734608 1.58372 0.132922  0.150769 1.63294 0.102761  -0.152 1.6025 0.0987999  -0.450811 1.65052 0.224253  -0.300455 1.70763 0.243593  -0.755676 1.70763 0.243593  -1.19721 1.52316 0.489525  0.154251 1.56784 0.542393  -0.154098 1.53413 0.547235  -0.467288 1.61491 0.433943  -0.298408 1.61491 0.433943  -0.757605 1.6149 0.433967  -1.19914 
1375196307184 2 1.48635 -0.458403  0.37903 1.56054 -0.452161  0.163745 1.61834 -0.442993  -0.0630304 1.51893 -0.628188  0.146022 1.59575 -0.666132  -0.159633 1.5554 -0.572631  -0.457915 1.6517 -0.537185  -0.300212 1.64769 -0.551662  -0.768385 1.64768 -0.551662  -1.21878 1.60215 -0.276134  0.181467 1.6671 -0.224433  -0.133852 1.60645 -0.268299  -0.43082 1.70057 -0.330463  -0.279399 1.6819 -0.219167  -0.733895 1.66383 -0.112814  -1.17094 




1375196307284 1 1.50563 0.298438  0.373913 1.55301 0.311387  0.152193 1.59168 0.320384  -0.0739415 1.58298 0.133035  0.150223 1.63327 0.10222  -0.151591 1.60259 0.0993871  -0.45039 1.64791 0.224882  -0.301231 1.69554 0.240393  -0.757687 1.69554 0.240393  -1.19922 1.52303 0.489738  0.154164 1.56649 0.541516  -0.156068 1.53227 0.54751  -0.469182 1.61278 0.433881  -0.298922 1.61278 0.433881  -0.758119 1.61278 0.433899  -1.19965 
1375196307284 2 1.48514 -0.458418  0.380127 1.55987 -0.454555  0.164517 1.61784 -0.447452  -0.0622859 1.51756 -0.630552  0.148191 1.59483 -0.668314  -0.15546 1.55681 -0.577115  -0.454756 1.65069 -0.544886  -0.298786 1.6511 -0.545029  -0.7672 1.6511 -0.545029  -1.2176 1.60217 -0.278557  0.180843 1.66852 -0.227304  -0.136293 1.60647 -0.27198  -0.432857 1.70094 -0.335812  -0.279392 1.68345 -0.215855  -0.731812 1.66661 -0.100595  -1.16684 




1375196307384 1 1.50336 0.29791  0.373673 1.55193 0.311792  0.151809 1.59151 0.322475  -0.0740956 1.58078 0.13328  0.148423 1.63201 0.102159  -0.153311 1.6022 0.0989551  -0.452194 1.64817 0.227519  -0.302004 1.70591 0.245032  -0.757219 1.70624 0.245131  -1.19875 1.52308 0.490305  0.155195 1.56602 0.541738  -0.156533 1.53166 0.548467  -0.469615 1.61402 0.438798  -0.297996 1.61402 0.438798  -0.757193 1.61401 0.438811  -1.19873 
1375196307384 2 1.48208 -0.459022  0.380321 1.55869 -0.457586  0.164642 1.61775 -0.45239  -0.061932 1.51479 -0.633265  0.149169 1.59049 -0.671521  -0.154521 1.55712 -0.57805  -0.453661 1.65092 -0.550788  -0.29763 1.65343 -0.546373  -0.766017 1.65343 -0.546373  -1.21642 1.6026 -0.281906  0.180115 1.67101 -0.230959  -0.134767 1.60943 -0.271322  -0.432033 1.7027 -0.343599  -0.279382 1.68638 -0.214738  -0.729397 1.67068 -0.0908438  -1.1621 




1375196307484 1 1.50326 0.297716  0.374207 1.55158 0.311768  0.152608 1.59086 0.322201  -0.0733629 1.58129 0.13339  0.149537 1.63188 0.101628  -0.152659 1.60332 0.100046  -0.451674 1.64742 0.228827  -0.301122 1.7098 0.243126  -0.755838 1.70972 0.243379  -1.19737 1.52187 0.490145  0.15568 1.56539 0.542316  -0.157315 1.52802 0.547844  -0.470072 1.61284 0.436441  -0.297547 1.61284 0.436441  -0.756744 1.61284 0.436451  -1.19828 
1375196307484 2 1.47646 -0.457717  0.377225 1.55882 -0.455482  0.163473 1.62121 -0.446714  -0.0620912 1.51087 -0.629619  0.143443 1.58741 -0.670289  -0.156382 1.55442 -0.572756  -0.454272 1.65477 -0.542656  -0.2997 1.64562 -0.544078  -0.768023 1.6457 -0.543782  -1.21842 1.60676 -0.281345  0.183503 1.67441 -0.237779  -0.129863 1.61137 -0.272636  -0.427526 1.71243 -0.333235  -0.275611 1.68912 -0.216508  -0.728611 1.66671 -0.104271  -1.16419 




1375196307584 1 1.50042 0.297712  0.373112 1.5505 0.310596  0.152697 1.59111 0.32012  -0.0730773 1.58208 0.132523  0.150865 1.63089 0.102749  -0.151444 1.60312 0.0991602  -0.450515 1.65023 0.225258  -0.299925 1.71233 0.243664  -0.754531 1.71233 0.243446  -1.19607 1.51892 0.48867  0.154529 1.56318 0.540587  -0.155011 1.5263 0.549519  -0.467752 1.6132 0.434029  -0.297778 1.6132 0.434029  -0.756975 1.6132 0.434035  -1.19851 
1375196307584 2 1.47152 -0.457067  0.374054 1.5586 -0.454645  0.161714 1.62321 -0.442371  -0.0630601 1.50532 -0.626605  0.13701 1.5831 -0.671387  -0.161202 1.5504 -0.566965  -0.45676 1.65569 -0.533779  -0.30273 1.63787 -0.547049  -0.770617 1.63788 -0.547012  -1.22102 1.61188 -0.282685  0.186419 1.67983 -0.241387  -0.129755 1.61312 -0.276465  -0.426601 1.71994 -0.326414  -0.272939 1.69295 -0.218568  -0.727942 1.66699 -0.114869  -1.16544 




1375196307684 1 1.50312 0.298209  0.374172 1.55074 0.312788  0.153027 1.5901 0.323695  -0.0729071 1.58574 0.13537  0.150559 1.63262 0.103424  -0.153986 1.60142 0.0992671  -0.452712 1.65005 0.230192  -0.300294 1.70298 0.240756  -0.756308 1.70298 0.240707  -1.19784 1.51574 0.490205  0.155496 1.55583 0.542253  -0.159249 1.52379 0.547219  -0.472588 1.60886 0.439011  -0.297389 1.60886 0.439011  -0.756586 1.60886 0.439016  -1.19812 
1375196307684 2 1.46501 -0.455397  0.374909 1.55765 -0.453214  0.162661 1.62579 -0.439292  -0.0609724 1.49814 -0.622497  0.133992 1.57667 -0.665511  -0.167294 1.54439 -0.556122  -0.461111 1.65839 -0.526482  -0.30173 1.62835 -0.559219  -0.768032 1.62834 -0.559214  -1.21843 1.61715 -0.283931  0.19133 1.68518 -0.241742  -0.126717 1.61386 -0.285936  -0.421216 1.72947 -0.324258  -0.267482 1.70961 -0.258393  -0.730818 1.70168 -0.232949  -1.18043 




1375196307784 1 1.50132 0.299507  0.373689 1.55038 0.315202  0.15242 1.59067 0.327203  -0.0732932 1.59268 0.13941  0.150624 1.63985 0.106738  -0.156708 1.60512 0.100113  -0.454997 1.65579 0.236015  -0.30006 1.72346 0.239215  -0.754232 1.72411 0.239428  -1.19577 1.50807 0.490994  0.154215 1.54628 0.543165  -0.158098 1.51352 0.533016  -0.471197 1.60612 0.442394  -0.297952 1.60612 0.442394  -0.757149 1.60612 0.442398  -1.19868 
1375196307784 2 1.46445 -0.455558  0.375274 1.55707 -0.455136  0.162205 1.62544 -0.441528  -0.0613818 1.49275 -0.62246  0.132353 1.56883 -0.663731  -0.171347 1.53746 -0.548969  -0.463197 1.65555 -0.527493  -0.302733 1.62745 -0.555237  -0.76948 1.62745 -0.555236  -1.21988 1.62138 -0.287812  0.192057 1.68936 -0.243928  -0.130229 1.61428 -0.286266  -0.424092 1.73209 -0.32835  -0.267204 1.7139 -0.268534  -0.731428 1.71291 -0.265368  -1.18181 




1375196307884 1 1.50409 0.304544  0.371011 1.55121 0.321117  0.149972 1.59156 0.333742  -0.0756858 1.60585 0.148811  0.150102 1.65462 0.11382  -0.147333 1.61392 0.0993012  -0.444548 1.66473 0.242841  -0.301266 1.72927 0.236626  -0.755864 1.73091 0.236465  -1.1974 1.49657 0.493422  0.149843 1.52737 0.541149  -0.156486 1.48348 0.502155  -0.465585 1.59907 0.449892  -0.301422 1.59907 0.449892  -0.760619 1.59907 0.449895  -1.20215 
1375196307884 2 1.46213 -0.456223  0.372715 1.55543 -0.45895  0.160347 1.6229 -0.447764  -0.0636381 1.48717 -0.624884  0.131499 1.56217 -0.663547  -0.17095 1.53164 -0.550097  -0.463419 1.64869 -0.537887  -0.305236 1.62305 -0.564262  -0.772203 1.62305 -0.564262  -1.2226 1.6237 -0.293016  0.189195 1.69311 -0.244783  -0.130797 1.61654 -0.282708  -0.424894 1.73205 -0.335271  -0.270011 1.71923 -0.27509  -0.734366 1.71911 -0.274694  -1.18476 




1375196307984 1 1.4978 0.310089  0.366463 1.55085 0.330594  0.146488 1.59616 0.345071  -0.078116 1.62134 0.16428  0.149988 1.67841 0.126847  -0.149783 1.63101 0.0987483  -0.444983 1.68317 0.261164  -0.300649 1.74773 0.233882  -0.754466 1.74794 0.233862  -1.196 1.48036 0.496909  0.142987 1.49966 0.542484  -0.162924 1.43049 0.422451  -0.439264 1.59977 0.457933  -0.304791 1.54912 0.511619  -0.758017 1.48562 0.574629  -1.1904 
1375196307984 2 1.46259 -0.45613  0.373469 1.55512 -0.459489  0.160171 1.62225 -0.447367  -0.0638716 1.48226 -0.623116  0.129485 1.55174 -0.667985  -0.17094 1.52506 -0.54645  -0.460476 1.64615 -0.532325  -0.306121 1.53842 -0.590072  -0.757077 1.43879 -0.642218  -1.19109 1.62799 -0.295863  0.190858 1.69559 -0.247067  -0.131468 1.61843 -0.279899  -0.426026 1.73262 -0.338165  -0.269708 1.72088 -0.272171  -0.733302 1.72086 -0.272122  -1.1837 




1375196308084 1 1.50685 0.325636  0.361867 1.55476 0.341147  0.141736 1.59873 0.351419  -0.0833587 1.6447 0.184975  0.152179 1.70832 0.143629  -0.145525 1.66647 0.100096  -0.439648 1.69503 0.270838  -0.302379 1.76873 0.224711  -0.753269 1.76876 0.224709  -1.1948 1.46483 0.49732  0.131294 1.47042 0.531677  -0.154022 1.37276 0.328789  -0.362938 1.59039 0.452543  -0.314529 1.56603 0.481687  -0.772152 1.5215 0.529791  -1.2088 
