



1375196310684 1 1.51884 0.404692  0.356674 1.55402 0.411319  0.135431 1.59189 0.416316  -0.0909628 1.69264 0.297012  0.156097 1.80112 0.274677  -0.129916 1.78233 0.206407  -0.421673 1.71052 0.354715  -0.305317 1.78761 0.274883  -0.750901 1.81118 0.232127  -1.18973 1.41539 0.525626  0.114766 1.42121 0.528511  -0.174807 1.44461 0.424697  -0.450341 1.54899 0.487909  -0.329397 1.54769 0.488313  -0.788592 1.53715 0.490935  -1.22999 
1375196310684 2 1.54388 -0.391863  0.378411 1.60537 -0.434975  0.160143 1.65507 -0.453022  -0.0680129 1.46702 -0.550868  0.139176 1.48602 -0.609473  -0.157557 1.54014 -0.451118  -0.424485 1.62301 -0.539547  -0.308558 1.58692 -0.448074  -0.766535 1.56188 -0.420535  -1.21539 1.74373 -0.319081  0.18111 1.81574 -0.285262  -0.136788 1.72601 -0.242498  -0.426357 1.78651 -0.402592  -0.283781 1.83736 -0.240264  -0.720107 1.86975 -0.125781  -1.14784 




1375196310784 1 1.5158 0.40253  0.354697 1.55401 0.411997  0.133829 1.59408 0.418581  -0.092145 1.69121 0.296035  0.154781 1.80689 0.275616  -0.126002 1.78546 0.208576  -0.417871 1.71466 0.357126  -0.305825 1.78966 0.290278  -0.753896 1.79258 0.284972  -1.19539 1.41681 0.527959  0.112876 1.4098 0.531595  -0.204101 1.42118 0.426061  -0.486177 1.55366 0.493203  -0.330412 1.55299 0.493411  -0.789608 1.54534 0.49546  -1.23107 
1375196310784 2 1.52894 -0.418289  0.374086 1.59256 -0.459516  0.15665 1.64641 -0.474564  -0.0707706 1.45043 -0.569604  0.13028 1.47109 -0.623174  -0.169815 1.53829 -0.457118  -0.429023 1.61385 -0.556534  -0.314221 1.56306 -0.490141  -0.775117 1.51687 -0.429342  -1.219 1.7347 -0.349429  0.18302 1.81246 -0.313866  -0.134388 1.72273 -0.265064  -0.423089 1.78666 -0.42269  -0.282161 1.84411 -0.254185  -0.715426 1.86409 -0.173894  -1.15816 




1375196310884 1 1.51333 0.400555  0.354136 1.55494 0.411839  0.133337 1.5978 0.419304  -0.0920941 1.68996 0.293485  0.155087 1.80714 0.273655  -0.125553 1.79609 0.206669  -0.417972 1.71976 0.357433  -0.304783 1.79331 0.296993  -0.754004 1.79368 0.296331  -1.19554 1.41993 0.530193  0.111587 1.40217 0.543951  -0.191105 1.39255 0.457171  -0.480114 1.56157 0.496106  -0.330267 1.56123 0.496214  -0.789464 1.55567 0.49778  -1.23096 
1375196310884 2 1.51155 -0.444656  0.370572 1.57617 -0.486723  0.153863 1.63188 -0.502994  -0.0730303 1.43023 -0.591216  0.125524 1.44962 -0.639118  -0.174789 1.53399 -0.470878  -0.427416 1.59636 -0.584583  -0.317639 1.56104 -0.55745  -0.783931 1.51929 -0.518021  -1.23065 1.72211 -0.38223  0.182202 1.8144 -0.348667  -0.132689 1.72939 -0.282641  -0.41929 1.77881 -0.453947  -0.282209 1.86768 -0.278818  -0.707468 1.87014 -0.268937  -1.15775 




1375196310984 1 1.51197 0.399514  0.354049 1.5558 0.412347  0.133572 1.59997 0.420307  -0.0915864 1.69052 0.293738  0.155808 1.80365 0.272542  -0.128054 1.79911 0.203167  -0.420113 1.72263 0.359164  -0.30379 1.80141 0.302174  -0.752574 1.80146 0.302091  -1.19411 1.42108 0.530956  0.111336 1.40438 0.550656  -0.191348 1.39125 0.486476  -0.486165 1.56566 0.497369  -0.3297 1.56548 0.497424  -0.788897 1.56144 0.498604  -1.23041 
1375196310984 2 1.49964 -0.472884  0.366278 1.56227 -0.513103  0.148832 1.62008 -0.529188  -0.0775533 1.41143 -0.609282  0.117145 1.42547 -0.651869  -0.184435 1.53411 -0.485143  -0.428589 1.58546 -0.60421  -0.323356 1.56548 -0.59274  -0.791204 1.53127 -0.567413  -1.23959 1.71312 -0.416925  0.180519 1.8168 -0.386694  -0.129611 1.73351 -0.314888  -0.415379 1.77033 -0.486336  -0.284521 1.85251 -0.325259  -0.716624 1.85274 -0.324135  -1.16702 




1375196311084 1 1.51482 0.400603  0.357912 1.56003 0.412641  0.137644 1.60492 0.420322  -0.0873881 1.696 0.29565  0.160779 1.80321 0.272686  -0.125817 1.79535 0.20354  -0.417876 1.72919 0.35971  -0.298915 1.79061 0.299445  -0.749977 1.79062 0.299435  -1.19151 1.42405 0.529633  0.114508 1.41681 0.555801  -0.188106 1.4157 0.509894  -0.486648 1.57045 0.496295  -0.325925 1.57036 0.496323  -0.785122 1.56742 0.497204  -1.22665 
1375196311084 2 1.48152 -0.497487  0.358247 1.54702 -0.538983  0.141387 1.60988 -0.55443  -0.083683 1.39365 -0.629287  0.10475 1.40206 -0.664205  -0.191981 1.53027 -0.499772  -0.428091 1.57864 -0.62529  -0.331234 1.568 -0.620117  -0.7995 1.54132 -0.603746  -1.24881 1.70038 -0.448678  0.178025 1.82186 -0.419687  -0.124944 1.74488 -0.339954  -0.410411 1.76685 -0.514465  -0.286272 1.86752 -0.355123  -0.715094 1.86755 -0.354982  -1.16549 




1375196311184 1 1.51827 0.401469  0.357742 1.56179 0.412275  0.137283 1.6052 0.419505  -0.0880416 1.69752 0.294861  0.159667 1.80375 0.273785  -0.127913 1.79082 0.210541  -0.421111 1.72765 0.358368  -0.300332 1.79193 0.303471  -0.751681 1.79193 0.30347  -1.19322 1.42606 0.529688  0.114898 1.43232 0.562296  -0.185672 1.45108 0.524072  -0.484749 1.56958 0.495102  -0.3264 1.56954 0.495117  -0.785597 1.56739 0.495769  -1.22713 
1375196311184 2 1.46512 -0.517822  0.34796 1.53752 -0.55784  0.133896 1.60575 -0.571966  -0.0896872 1.38475 -0.647347  0.0929314 1.39705 -0.672024  -0.209598 1.5362 -0.503631  -0.436697 1.58187 -0.640063  -0.337971 1.57633 -0.637605  -0.806347 1.55607 -0.626876  -1.25616 1.69028 -0.468333  0.174861 1.81785 -0.44116  -0.129277 1.7518 -0.35734  -0.41628 1.76609 -0.532122  -0.28857 1.85585 -0.350132  -0.710749 1.85585 -0.350113  -1.16115 




1375196311284 1 1.51821 0.400393  0.360457 1.56174 0.41227  0.140094 1.60549 0.419434  -0.085167 1.69581 0.292933  0.162333 1.8056 0.274496  -0.125473 1.79035 0.214325  -0.41922 1.72762 0.356825  -0.297425 1.7913 0.305999  -0.749335 1.7913 0.305998  -1.19087 1.42768 0.531607  0.117855 1.44199 0.566021  -0.181597 1.46818 0.525279  -0.479905 1.57084 0.496373  -0.32343 1.57082 0.496381  -0.782627 1.56926 0.496862  -1.22416 
1375196311284 2 1.45671 -0.533189  0.342943 1.53327 -0.570915  0.130283 1.6028 -0.584228  -0.0929638 1.38332 -0.664996  0.0891901 1.40983 -0.683281  -0.218482 1.54232 -0.502091  -0.439592 1.58252 -0.653892  -0.340824 1.54745 -0.561932  -0.798782 1.5198 -0.448591  -1.23381 1.68321 -0.476835  0.171376 1.81677 -0.452139  -0.123101 1.76367 -0.362944  -0.411182 1.76215 -0.54119  -0.291597 1.83335 -0.355088  -0.715517 1.84678 -0.306578  -1.16309 




1375196311384 1 1.51491 0.398283  0.35691 1.56208 0.412138  0.137191 1.6077 0.420263  -0.0876729 1.6949 0.291479  0.159783 1.80568 0.274608  -0.125232 1.79306 0.211744  -0.418528 1.7314 0.357468  -0.299258 1.79122 0.3058  -0.751601 1.79122 0.3058  -1.19314 1.42925 0.532797  0.1146 1.43996 0.568042  -0.186116 1.46309 0.526033  -0.484525 1.57526 0.49931  -0.325816 1.57525 0.499314  -0.785013 1.57411 0.499668  -1.22655 
1375196311384 2 1.45814 -0.54624  0.339193 1.5353 -0.577529  0.127742 1.60369 -0.58716  -0.0960387 1.39056 -0.679871  0.0879083 1.4265 -0.69498  -0.220832 1.54283 -0.502619  -0.441558 1.58687 -0.657054  -0.343275 1.55781 -0.613874  -0.808789 1.52354 -0.532949  -1.25053 1.68003 -0.475188  0.167575 1.81213 -0.44785  -0.127309 1.76215 -0.361025  -0.416716 1.75732 -0.536529  -0.296364 1.8522 -0.337396  -0.70959 1.85384 -0.331438  -1.15995 




1375196311484 1 1.51488 0.398247  0.356289 1.56317 0.412852  0.13626 1.60956 0.420794  -0.0884605 1.69605 0.29237  0.159434 1.80476 0.273293  -0.127108 1.79634 0.207887  -0.420004 1.73349 0.358433  -0.299659 1.78876 0.301863  -0.751994 1.78876 0.301863  -1.19353 1.43028 0.533335  0.113086 1.4356 0.566036  -0.188614 1.44936 0.519752  -0.486956 1.57841 0.499038  -0.326703 1.5784 0.49904  -0.7859 1.57757 0.499299  -1.22743 
1375196311484 2 1.46257 -0.552648  0.346975 1.54133 -0.579586  0.133531 1.60914 -0.585069  -0.090567 1.40233 -0.689756  0.0941684 1.43944 -0.702742  -0.218341 1.54462 -0.504992  -0.440002 1.59487 -0.655602  -0.337907 1.57739 -0.635194  -0.80555 1.54514 -0.578535  -1.25121 1.68033 -0.469416  0.172894 1.80514 -0.436229  -0.125319 1.75331 -0.35786  -0.416772 1.75902 -0.525501  -0.291423 1.85177 -0.3359  -0.709587 1.85197 -0.335157  -1.15998 




1375196311584 1 1.51579 0.398944  0.357614 1.5647 0.413848  0.137646 1.61109 0.422982  -0.0870283 1.69786 0.293553  0.160247 1.80537 0.27336  -0.125261 1.79602 0.206871  -0.417899 1.73581 0.361341  -0.298406 1.79232 0.303872  -0.750475 1.79232 0.303872  -1.19201 1.43155 0.534143  0.115046 1.43354 0.56125  -0.185806 1.4436 0.503947  -0.482373 1.57914 0.502889  -0.324999 1.57913 0.50289  -0.784196 1.57853 0.50308  -1.22573 
1375196311584 2 1.46813 -0.550622  0.351746 1.54902 -0.576383  0.139051 1.6166 -0.581192  -0.085135 1.41601 -0.694319  0.101486 1.45105 -0.711526  -0.212428 1.54151 -0.516313  -0.442621 1.60716 -0.654295  -0.331075 1.59758 -0.644374  -0.799286 1.5704 -0.604847  -1.24712 1.68203 -0.458447  0.176617 1.80082 -0.422652  -0.125408 1.74611 -0.355559  -0.419125 1.7612 -0.517706  -0.287568 1.84779 -0.331699  -0.708656 1.84782 -0.331606  -1.15905 




1375196311684 1 1.51616 0.397787  0.358248 1.56513 0.414753  0.137913 1.61161 0.425766  -0.0866551 1.69825 0.294249  0.159558 1.80703 0.274469  -0.125293 1.79241 0.212291  -0.418646 1.73655 0.36576  -0.298467 1.79235 0.303836  -0.750035 1.79235 0.303836  -1.19157 1.432 0.535256  0.116268 1.43619 0.555635  -0.183204 1.44676 0.486465  -0.477205 1.57963 0.507799  -0.32398 1.57963 0.5078  -0.783177 1.57919 0.507939  -1.22471 
1375196311684 2 1.47596 -0.545511  0.357023 1.55766 -0.569597  0.144357 1.62471 -0.572802  -0.0800103 1.42907 -0.692642  0.10769 1.4641 -0.719562  -0.204078 1.53962 -0.528371  -0.442869 1.61617 -0.648333  -0.32593 1.55696 -0.557586  -0.781641 1.49856 -0.442521  -1.21316 1.68625 -0.446551  0.181024 1.79635 -0.411294  -0.121689 1.74105 -0.348439  -0.416273 1.76734 -0.503683  -0.282825 1.8412 -0.331418  -0.712106 1.8412 -0.331406  -1.1625 




1375196311784 1 1.51493 0.396826  0.355041 1.56516 0.415081  0.135178 1.61198 0.42679  -0.0892881 1.698 0.294229  0.156586 1.80975 0.275788  -0.12698 1.79164 0.214848  -0.420409 1.73642 0.367892  -0.301247 1.79301 0.300336  -0.751907 1.79301 0.300336  -1.19344 1.43231 0.535934  0.11377 1.44064 0.553125  -0.187653 1.45819 0.470574  -0.477806 1.58119 0.509105  -0.326261 1.58119 0.509105  -0.785458 1.58087 0.509207  -1.22699 
1375196311784 2 1.47796 -0.53883  0.38051 1.55884 -0.566149  0.166127 1.62318 -0.573221  -0.0589371 1.43569 -0.696065  0.135002 1.4766 -0.725563  -0.177002 1.53647 -0.542307  -0.426183 1.6141 -0.657754  -0.302559 1.55852 -0.538663  -0.751849 1.50508 -0.424152  -1.18386 1.68199 -0.436232  0.197252 1.79491 -0.401959  -0.107229 1.73012 -0.349578  -0.401882 1.76095 -0.502834  -0.265443 1.87381 -0.318524  -0.681021 1.87381 -0.318522  -1.13142 




1375196311884 1 1.51597 0.39729  0.353458 1.56603 0.416095  0.13374 1.61253 0.42868  -0.0907454 1.6988 0.295039  0.154457 1.81145 0.276488  -0.125921 1.79575 0.217097  -0.419808 1.73715 0.370043  -0.303042 1.79413 0.301617  -0.753522 1.79413 0.301617  -1.19506 1.43326 0.537152  0.113022 1.44124 0.5538  -0.187129 1.4604 0.47012  -0.476929 1.58092 0.512487  -0.327419 1.58092 0.512487  -0.786616 1.58069 0.512562  -1.22815 
1375196311884 2 1.48523 -0.526645  0.387897 1.56568 -0.555872  0.172982 1.62886 -0.564247  -0.0523808 1.44271 -0.686367  0.143355 1.4846 -0.7194  -0.165863 1.53873 -0.535857  -0.416279 1.61843 -0.650739  -0.295479 1.60624 -0.522614  -0.745865 1.58952 -0.495535  -1.19514 1.68865 -0.425378  0.202608 1.801 -0.393292  -0.101946 1.72416 -0.344908  -0.39435 1.76565 -0.494503  -0.260008 1.84436 -0.309451  -0.682836 1.90648 -0.153663  -1.09576 




1375196311984 1 1.51788 0.400495  0.357834 1.56844 0.416001  0.138353 1.61601 0.424925  -0.0860671 1.70251 0.296958  0.162039 1.81069 0.279713  -0.125029 1.79842 0.217628  -0.418513 1.74072 0.36536  -0.296859 1.79164 0.301278  -0.748703 1.79164 0.301278  -1.19024 1.43437 0.535044  0.114666 1.43939 0.555562  -0.184778 1.45524 0.481637  -0.477386 1.58645 0.502339  -0.324114 1.58645 0.502339  -0.783311 1.58628 0.502393  -1.22485 
1375196311984 2 1.50135 -0.517467  0.391021 1.57493 -0.544631  0.174564 1.63473 -0.551708  -0.051758 1.44808 -0.671362  0.145007 1.48737 -0.710279  -0.161143 1.53616 -0.535242  -0.418626 1.61903 -0.63422  -0.295673 1.65028 -0.520771  -0.749066 1.6482 -0.517408  -1.19945 1.70178 -0.4179  0.204121 1.80773 -0.386057  -0.10553 1.71801 -0.343678  -0.395208 1.77004 -0.483351  -0.260487 1.87346 -0.293624  -0.676082 1.8813 -0.273968  -1.12598 




1375196312084 1 1.51839 0.399815  0.354564 1.56818 0.417685  0.134974 1.6153 0.428524  -0.0894687 1.70183 0.297896  0.157251 1.8115 0.28046  -0.123535 1.80006 0.214556  -0.416217 1.74081 0.369108  -0.300847 1.79028 0.298971  -0.751951 1.79028 0.298971  -1.19349 1.43452 0.537475  0.112698 1.44103 0.557665  -0.186378 1.4582 0.489223  -0.480266 1.58403 0.509618  -0.326976 1.58403 0.509618  -0.786173 1.5839 0.509657  -1.22771 
1375196312084 2 1.51524 -0.506266  0.398974 1.58119 -0.534173  0.180819 1.6356 -0.542859  -0.0467938 1.44971 -0.656716  0.154067 1.48815 -0.707349  -0.155653 1.53344 -0.527823  -0.410635 1.61183 -0.624407  -0.290313 1.62062 -0.513315  -0.745279 1.61132 -0.488923  -1.19492 1.71268 -0.41163  0.207572 1.81218 -0.381353  -0.107885 1.70957 -0.346503  -0.39422 1.76818 -0.478684  -0.258501 1.87987 -0.280709  -0.668067 1.88084 -0.278272  -1.11846 




1375196312184 1 1.5162 0.400099  0.3586 1.56811 0.419808  0.139182 1.6154 0.431437  -0.0851893 1.70116 0.29925  0.160974 1.81188 0.282066  -0.125424 1.79744 0.219978  -0.418813 1.74051 0.37254  -0.296813 1.79387 0.300129  -0.747115 1.79387 0.300129  -1.18865 1.43506 0.540367  0.117391 1.44324 0.562192  -0.186613 1.46232 0.496541  -0.481027 1.58485 0.513592  -0.322309 1.58485 0.513592  -0.781506 1.58476 0.513621  -1.22304 
1375196312184 2 1.52385 -0.494971  0.403489 1.58505 -0.524985  0.183796 1.63633 -0.535232  -0.0444903 1.44925 -0.643056  0.158589 1.48386 -0.726413  -0.140642 1.52727 -0.53654  -0.388351 1.60683 -0.615707  -0.28777 1.64379 -0.50755  -0.742026 1.64263 -0.504514  -1.19241 1.72085 -0.406915  0.209003 1.82197 -0.378549  -0.103702 1.71547 -0.343203  -0.388633 1.76839 -0.475249  -0.257783 1.89291 -0.284247  -0.66696 1.89302 -0.283942  -1.11736 




1375196312284 1 1.51784 0.401222  0.362381 1.5686 0.421646  0.142499 1.61437 0.435252  -0.0820626 1.70089 0.299888  0.162083 1.8122 0.284794  -0.117953 1.79897 0.2231  -0.411487 1.73845 0.376775  -0.295029 1.79234 0.301502  -0.744798 1.79234 0.301502  -1.18633 1.43631 0.543403  0.122914 1.44598 0.564942  -0.178234 1.46314 0.499761  -0.47287 1.58182 0.520941  -0.318218 1.50524 0.490029  -0.763839 1.43161 0.460306  -1.19232 
1375196312284 2 1.53005 -0.486133  0.393869 1.58744 -0.51926  0.175397 1.63623 -0.532132  -0.0533025 1.44795 -0.633383  0.152064 1.46631 -0.732073  -0.142541 1.51432 -0.543971  -0.39081 1.60229 -0.61269  -0.295841 1.65802 -0.506017  -0.74853 1.65787 -0.505638  -1.19893 1.72692 -0.405137  0.19873 1.83333 -0.377452  -0.105608 1.71954 -0.334853  -0.386707 1.76774 -0.477319  -0.268164 1.82347 -0.370647  -0.720853 1.82332 -0.370267  -1.17125 




1375196312384 1 1.52558 0.404261  0.358911 1.57129 0.421779  0.13876 1.61458 0.433314  -0.0864177 1.70371 0.300091  0.157982 1.81188 0.286532  -0.118024 1.79936 0.221513  -0.410862 1.73557 0.373443  -0.300315 1.79416 0.301082  -0.749973 1.79416 0.301082  -1.19151 1.43887 0.543467  0.119537 1.44449 0.565202  -0.178146 1.45755 0.506765  -0.474395 1.58017 0.516255  -0.322875 1.53686 0.50856  -0.77996 1.47934 0.49276  -1.21745 
1375196312384 2 1.53421 -0.482217  0.395034 1.59217 -0.515827  0.176904 1.63919 -0.529035  -0.0521477 1.44948 -0.626004  0.153963 1.43201 -0.698647  -0.153524 1.49744 -0.495551  -0.384833 1.6014 -0.607741  -0.294838 1.68595 -0.516808  -0.746495 1.68593 -0.51676  -1.19689 1.73486 -0.405649  0.199846 1.83791 -0.37573  -0.108572 1.72293 -0.32941  -0.388624 1.77104 -0.476745  -0.267562 1.91989 -0.281295  -0.666381 1.91972 -0.281231  -1.11678 




1375196312484 1 1.52113 0.401877  0.353365 1.56973 0.42102  0.133413 1.61465 0.434113  -0.0913627 1.70167 0.298817  0.15266 1.81245 0.286859  -0.124653 1.79889 0.220232  -0.417091 1.73727 0.375236  -0.304804 1.79454 0.29974  -0.754116 1.79454 0.29974  -1.19565 1.43779 0.543223  0.114167 1.44475 0.564446  -0.185401 1.45753 0.505952  -0.481664 1.58186 0.519178  -0.327474 1.55923 0.517595  -0.786111 1.51611 0.509564  -1.22546 
1375196312484 2 1.53898 -0.479663  0.394032 1.59682 -0.516434  0.174956 1.64374 -0.530107  -0.0540912 1.45644 -0.629716  0.152959 1.42001 -0.708325  -0.116322 1.39226 -0.43457  -0.203969 1.60718 -0.611157  -0.296222 1.68462 -0.496395  -0.743709 1.68462 -0.496389  -1.19411 1.73719 -0.403151  0.196953 1.83613 -0.369783  -0.111593 1.72346 -0.324454  -0.392741 1.77416 -0.476406  -0.270056 1.91559 -0.266739  -0.664327 1.91557 -0.266731  -1.11473 




1375196312584 1 1.51567 0.400977  0.353644 1.56772 0.421123  0.133935 1.61488 0.433882  -0.0903988 1.69931 0.29879  0.154642 1.81064 0.286686  -0.125104 1.79846 0.219103  -0.417386 1.73857 0.375496  -0.302691 1.79437 0.299619  -0.752124 1.79437 0.299619  -1.19366 1.43613 0.543456  0.113229 1.44405 0.56514  -0.186326 1.45783 0.507984  -0.482809 1.58551 0.517786  -0.326775 1.57098 0.517353  -0.785742 1.53568 0.512333  -1.22584 
1375196312584 2 1.53256 -0.476569  0.390828 1.59724 -0.51866  0.171733 1.6459 -0.533279  -0.056894 1.46122 -0.63718  0.150363 1.41351 -0.649068  -0.112343 1.38157 -0.381406  -0.040663 1.61363 -0.618403  -0.298233 1.68717 -0.498729  -0.745091 1.68717 -0.498727  -1.19549 1.73327 -0.40014  0.193103 1.82929 -0.365447  -0.117941 1.72005 -0.320547  -0.400504 1.77547 -0.477394  -0.272809 1.89656 -0.267177  -0.673507 1.89655 -0.267175  -1.12391 




1375196312684 1 1.51565 0.401008  0.354502 1.56712 0.421051  0.135223 1.61449 0.433642  -0.0890791 1.69985 0.300043  0.15646 1.81148 0.288127  -0.122748 1.79832 0.218749  -0.414564 1.73977 0.375202  -0.300915 1.79385 0.304614  -0.751419 1.79385 0.304614  -1.19295 1.43439 0.542058  0.113986 1.44158 0.564549  -0.186941 1.45653 0.505575  -0.483009 1.58395 0.517264  -0.325847 1.5765 0.5173  -0.784983 1.55053 0.514911  -1.22575 
1375196312684 2 1.51738 -0.471424  0.383089 1.5838 -0.51055  0.164053 1.63556 -0.526122  -0.063814 1.45675 -0.638524  0.143936 1.40905 -0.552162  -0.0735222 1.40895 -0.387137  0.167293 1.61144 -0.618142  -0.303698 1.65051 -0.50078  -0.755486 1.64493 -0.458054  -1.20382 1.71084 -0.382576  0.18417 1.82276 -0.363985  -0.120931 1.71611 -0.320784  -0.404755 1.76323 -0.465245  -0.279663 1.89234 -0.277519  -0.688933 1.89233 -0.277519  -1.13933 




1375196312784 1 1.51207 0.399921  0.353234 1.56489 0.419966  0.13407 1.61366 0.431902  -0.0899685 1.6977 0.299269  0.156547 1.81012 0.286081  -0.123569 1.79899 0.218514  -0.415885 1.74007 0.373272  -0.300866 1.79151 0.301192  -0.751443 1.79151 0.301192  -1.19298 1.43209 0.540662  0.111593 1.44043 0.562112  -0.185917 1.4539 0.505653  -0.482546 1.58478 0.514403  -0.327148 1.58096 0.51449  -0.786329 1.56195 0.51343  -1.22745 
1375196312784 2 1.50374 -0.468206  0.381057 1.57559 -0.510856  0.164314 1.63059 -0.528146  -0.0626771 1.44119 -0.630751  0.140882 1.40791 -0.527377  -0.0900804 1.41266 -0.408928  0.191252 1.60593 -0.616499  -0.303557 1.65148 -0.515974  -0.758785 1.64957 -0.506377  -1.20908 1.71 -0.390962  0.187747 1.82626 -0.368173  -0.114857 1.71467 -0.322224  -0.396333 1.76525 -0.474374  -0.27578 1.83629 -0.276684  -0.69445 1.83629 -0.276684  -1.14485 




1375196312884 1 1.51099 0.399743  0.354174 1.56395 0.420207  0.134987 1.6123 0.432441  -0.0891255 1.69698 0.299689  0.157109 1.80872 0.286177  -0.122335 1.79743 0.218984  -0.414741 1.73912 0.373593  -0.30019 1.78971 0.303702  -0.751209 1.7897 0.303702  -1.19274 1.43092 0.540725  0.112864 1.43957 0.563001  -0.185552 1.45506 0.503797  -0.481543 1.5822 0.515755  -0.326286 1.57975 0.515827  -0.785476 1.56433 0.515252  -1.22674 
1375196312884 2 1.5035 -0.467018  0.380769 1.57458 -0.508909  0.16341 1.6302 -0.525391  -0.0634953 1.43847 -0.626708  0.138603 1.40849 -0.517349  -0.0914425 1.41424 -0.407055  0.195454 1.60495 -0.611869  -0.305141 1.68354 -0.496732  -0.75233 1.68304 -0.494741  -1.20272 1.71069 -0.39111  0.188217 1.83105 -0.370903  -0.111858 1.7163 -0.322946  -0.391723 1.7667 -0.471879  -0.27566 1.89576 -0.263955  -0.675064 1.89575 -0.263955  -1.12546 




1375196312984 1 1.50949 0.40018  0.354934 1.561 0.420912  0.13514 1.6085 0.434437  -0.0890802 1.69383 0.299947  0.155984 1.80885 0.28638  -0.123524 1.79735 0.211533  -0.41399 1.73423 0.37672  -0.301025 1.7893 0.299437  -0.75031 1.7893 0.299437  -1.19185 1.42817 0.541877  0.114297 1.43694 0.564417  -0.184279 1.4478 0.504064  -0.48022 1.57778 0.519205  -0.325576 1.57653 0.519249  -0.784772 1.56527 0.519069  -1.22616 
1375196312984 2 1.50338 -0.459171  0.375357 1.57583 -0.501768  0.158952 1.63324 -0.518529  -0.0674883 1.44121 -0.621213  0.133666 1.41673 -0.514255  -0.0914632 1.42054 -0.400491  0.194815 1.61059 -0.606322  -0.308967 1.68202 -0.495362  -0.758408 1.68195 -0.495114  -1.20881 1.71045 -0.382323  0.184239 1.83791 -0.374155  -0.112476 1.72143 -0.322745  -0.391015 1.7707 -0.464258  -0.278892 1.90915 -0.273413  -0.683641 1.90915 -0.273413  -1.13404 




1375196313084 1 1.50965 0.401472  0.354292 1.55924 0.420768  0.134233 1.60558 0.434172  -0.0902366 1.69124 0.298763  0.154203 1.81748 0.2813  -0.123673 1.81184 0.158183  -0.393682 1.73 0.37542  -0.302896 1.79095 0.296656  -0.751162 1.79095 0.296656  -1.1927 1.42723 0.542774  0.114263 1.42425 0.569384  -0.186509 1.4009 0.492115  -0.476169 1.57385 0.519731  -0.326516 1.57305 0.519761  -0.785713 1.56393 0.519714  -1.22715 
1375196313084 2 1.5109 -0.458462  0.381535 1.57889 -0.497961  0.164286 1.63483 -0.513779  -0.0625862 1.44837 -0.622137  0.140763 1.42005 -0.518798  -0.101862 1.42108 -0.396746  0.181024 1.6136 -0.603021  -0.303367 1.68486 -0.502626  -0.755312 1.68448 -0.502097  -1.20571 1.7094 -0.373786  0.187809 1.84143 -0.376876  -0.113085 1.73739 -0.313941  -0.393933 1.76794 -0.456173  -0.27555 1.91166 -0.27962  -0.684921 1.91166 -0.27962  -1.13532 




1375196313184 1 1.5143 0.402691  0.351662 1.55917 0.423203  0.130331 1.60261 0.436829  -0.0947011 1.6914 0.301155  0.148471 1.83684 0.248345  -0.116393 1.86546 0.0727459  -0.358578 1.72448 0.378077  -0.308975 1.79911 0.29747  -0.754838 1.79911 0.29747  -1.19637 1.42693 0.54525  0.11219 1.38861 0.573596  -0.185855 1.29779 0.491693  -0.460486 1.56764 0.522834  -0.330491 1.54368 0.415917  -0.776424 1.52318 0.300159  -1.20202 
1375196313184 2 1.52217 -0.454002  0.384303 1.58622 -0.499229  0.165713 1.63872 -0.516712  -0.061849 1.44778 -0.61408  0.142598 1.41357 -0.566555  -0.104532 1.43881 -0.372446  0.121968 1.60878 -0.602586  -0.303176 1.67806 -0.504787  -0.755998 1.67801 -0.504721  -1.2064 1.72465 -0.384378  0.188829 1.84871 -0.38085  -0.104666 1.75604 -0.309661  -0.387681 1.77365 -0.465806  -0.275647 1.93485 -0.302872  -0.684157 1.93485 -0.302872  -1.13456 




1375196313284 1 1.50554 0.402341  0.354074 1.55618 0.425257  0.133851 1.60282 0.438534  -0.0905587 1.6884 0.303538  0.154128 1.85129 0.226191  -0.0982747 1.91246 0.0364285  -0.32428 1.72595 0.381394  -0.303238 1.80042 0.289877  -0.747019 1.80041 0.289877  -1.18855 1.42396 0.546976  0.113574 1.3562 0.569709  -0.186167 1.23248 0.504445  -0.453486 1.57296 0.522229  -0.326699 1.67238 0.331897  -0.728694 1.76797 0.148884  -1.11523 
1375196313284 2 1.53131 -0.447455  0.39073 1.58952 -0.497021  0.171722 1.63917 -0.519682  -0.0560222 1.44037 -0.5981  0.149266 1.41716 -0.658299  -0.114691 1.43635 -0.386201  -0.129499 1.60016 -0.602419  -0.297114 1.68098 -0.496585  -0.746201 1.68098 -0.496577  -1.1966 1.73868 -0.395941  0.194179 1.85405 -0.382118  -0.114367 1.74904 -0.31906  -0.394939 1.77747 -0.482266  -0.27042 1.94691 -0.300906  -0.667673 1.9469 -0.300906  -1.11807 




